Gene,p.value,P.adjusted.BH,logFC,Gene.symbol
222449_at,0.000113503,0.002486459,1.7614097,PMEPA1
222592_s_at,0.000333976,0.005362963,2.8705745,ACSL5
222608_s_at,1.58e-10,1.16e-07,2.6568407,ANLN
222646_s_at,1.64e-11,2.24e-08,2.0003041,ERO1A
222662_at,8.22e-07,6.81e-05,1.5352719,PPP1R3B
222675_s_at,2.87e-06,0.00017027,1.3152206,BAIAP2L1
222680_s_at,1.44e-06,0.000102684,1.2657583,DTL
222712_s_at,9.25e-05,0.00213341,2.6147079,MUC13
222750_s_at,6.88e-05,0.001725491,1.321619,SRD5A3
222760_at,0.000750555,0.009188424,1.3838244,ZNF703
222773_s_at,8.68e-05,0.002036488,1.1525376,GALNT12
222810_s_at,0.000467678,0.006767704,1.2512795,RASAL2
222830_at,2.25e-06,0.000144038,1.5884974,GRHL1
222847_s_at,3.3e-09,1.13e-06,2.4056142,EGLN3
222848_at,1.81e-08,3.99e-06,1.8563216,CENPK
222858_s_at,0.000428283,0.006403515,1.4053664,DAPP1
222859_s_at,0.000195906,0.003669068,1.4886452,DAPP1
222899_at,1.28e-07,1.7e-05,1.6292947,ITGA11
222904_s_at,6.39e-07,5.62e-05,3.0276636,TMC5
222922_at,0.000707058,0.008850462,1.1110085,KCNE3
222958_s_at,7.35e-05,0.001810487,1.0133499,DEPDC1
223000_s_at,1.2e-08,2.88e-06,1.3752014,F11R
223038_s_at,5.46e-06,0.000271924,1.2446003,FAM60A
223047_at,8.38e-05,0.00198921,1.0792406,CMTM6
223159_s_at,0.000339869,0.005416193,1.0074252,NEK6
223174_at,0.000267531,0.004595993,1.0123852,BTBD10
223186_at,3.75e-06,0.000208079,1.0433385,TMEM189-UBE2V1///TMEM189///UBE2V1
223220_s_at,0.000193558,0.003637571,1.1898414,PARP9
223229_at,2.53e-09,9.53e-07,1.976954,UBE2T
223233_s_at,0.00033061,0.005324573,1.5529477,CGN
223239_at,0.000195857,0.003669068,1.1955609,GSKIP
223249_at,3.72e-09,1.24e-06,1.1167645,CLDN12
223278_at,5.27e-07,4.89e-05,3.5861489,GJB2
223307_at,0.00073484,0.009072496,1.3044707,CDCA3
223381_at,6.25e-09,1.81e-06,1.7910231,NUF2
223385_at,1.73e-05,0.00063495,2.068013,CYP2S1
223451_s_at,3.84e-05,0.00112778,1.4254626,CKLF
223452_s_at,2.57e-06,0.000157456,1.0493587,ATL3
223484_at,4.06e-07,3.98e-05,2.6051092,C15orf48
223509_at,0.000176706,0.003400435,1.8404898,CLDN2
223540_at,1.58e-11,2.24e-08,1.6878862,NECTIN4
223541_at,3.73e-05,0.001107271,1.3804998,HAS3
223556_at,8.6e-08,1.29e-05,1.2285752,HELLS
223586_at,3.77e-09,1.25e-06,1.8453465,ARNTL2
223595_at,0.000587642,0.007869951,1.3149694,TMEM133
223631_s_at,1.39e-07,1.8e-05,4.185281,C19orf33
223723_at,1.59e-06,0.000111174,1.1518652,MELTF
223739_at,4.41e-05,0.00124616,1.2396775,PADI1
223748_at,1.2e-15,2.18e-11,2.8572137,SLC4A11
223779_at,2.89e-11,3.64e-08,2.4065362,AFAP1-AS1
223878_at,1.51e-08,3.47e-06,1.4831965,INPP4B
223939_at,3.29e-07,3.4e-05,1.8907836,SUCNR1
223948_s_at,4.58e-09,1.42e-06,1.8777116,TMPRSS3
223949_at,1.57e-11,2.24e-08,2.8569294,TMPRSS3
223952_x_at,1.53e-07,1.93e-05,2.8781225,DHRS9
223993_s_at,6.34e-05,0.001637853,1.0466779,CNIH4
224009_x_at,5.11e-08,8.7e-06,3.0214759,DHRS9
224204_x_at,6.88e-09,1.95e-06,2.3439793,ARNTL2
224252_s_at,0.000493103,0.007014805,2.3134826,FXYD5
224392_s_at,8.83e-06,0.000389266,1.2686316,OPN3
224428_s_at,1.6e-07,1.99e-05,2.4773662,CDCA7
224595_at,1.04e-06,8.11e-05,1.0902981,SLC44A1
224596_at,6e-06,0.000292333,1.1886309,SLC44A1
224598_at,0.000411711,0.006221572,1.0038573,MGAT4B
224609_at,2e-05,0.00070558,1.3662566,SLC44A2
224650_at,2.95e-07,3.18e-05,2.1025337,MAL2
224674_at,0.000406781,0.006181288,1.2005038,TTYH3
224701_at,0.000434984,0.006474612,1.1790847,PARP14
224707_at,5.05e-06,0.000255868,1.0732176,CYSTM1
224762_at,7.63e-07,6.43e-05,1.9164293,SERINC2
224825_at,9.9e-08,1.44e-05,1.3868174,DNTTIP1
224911_s_at,3.45e-05,0.00104686,1.111635,DCBLD2
224996_at,6.85e-05,0.001720545,1.1511224,ASPH
225008_at,0.000134685,0.002809226,1.1213864,ASPH
225061_at,6.04e-07,5.4e-05,1.3877774,DNAJA4
225102_at,1.08e-05,0.000450512,2.027978,MGLL
225186_at,8.38e-05,0.001989592,1.2762011,RAPH1
225189_s_at,0.000469817,0.006787858,1.2045991,RAPH1
225314_at,8.61e-09,2.27e-06,1.7334922,OCIAD2
225320_at,2.41e-08,4.95e-06,1.5658059,MCU
225342_at,3.09e-05,0.000972293,2.3493681,LOC100507855///AK4
225365_at,1.95e-06,0.000128485,1.0037896,ZDHHC20
225387_at,1.07e-05,0.000448559,1.697699,TSPAN5
225402_at,0.000563244,0.007655661,1.0363849,TP53RK
225436_at,3.16e-11,3.75e-08,2.895825,ABHD17C
225496_s_at,0.000451727,0.006629987,1.7742407,SYTL2
225536_at,1.83e-05,0.000663403,1.7309997,TMEM54
225548_at,0.000275795,0.004691782,1.2923804,SHROOM3
225566_at,0.000450728,0.006617105,1.0036763,NRP2
225590_at,3.82e-05,0.001124225,1.0300453,SH3RF1
225597_at,1.56e-05,0.000588153,1.0145009,SLC45A4
225618_at,0.000169255,0.003294197,1.281683,ARHGAP27
225645_at,0.000822558,0.009731878,1.2141994,EHF
225655_at,0.000207949,0.00383284,1.2766044,UHRF1
225664_at,0.000232278,0.004150978,2.3293079,COL12A1
225750_at,1.3e-13,7.9e-10,2.1571998,ERO1A
225777_at,3.53e-07,3.56e-05,1.1995441,SAPCD2
225834_at,2.65e-05,0.000871007,1.7959892,FAM72A///FAM72D///FAM72B///FAM72C
225835_at,6.27e-05,0.001626227,1.1458484,SLC12A2
225842_at,5.5e-08,9.11e-06,1.3399278,PHLDA1
225847_at,3.93e-06,0.000214094,1.3536554,NCEH1
225868_at,9.33e-05,0.002147068,1.2156053,TRIM47
226013_at,1.09e-07,1.54e-05,1.331288,TRAK1
226067_at,0.000125663,0.002677972,1.8577456,BPIFB1
226071_at,0.000151141,0.003048103,1.1020669,ADAMTSL4
226105_at,5.42e-09,1.6e-06,1.1592668,C1GALT1
226107_at,1.13e-06,8.54e-05,1.5404552,C1GALT1
226129_at,3.31e-07,3.41e-05,1.54551,FAM83H
226187_at,0.000408521,0.006193978,1.1966451,CDS1
226213_at,0.000775683,0.009376359,1.3591837,ERBB3
226226_at,5.19e-05,0.00141344,2.1279175,TMEM45B
226246_at,1.65e-06,0.000113592,1.0009563,KCTD1
226275_at,1.08e-05,0.000449121,1.7194024,MXD1
226292_at,4.31e-05,0.001229824,1.7871346,CAPN5
226319_s_at,0.000638789,0.008286503,1.1901566,ALYREF
226350_at,2.13e-07,2.51e-05,1.066028,CHML
226421_at,0.00023394,0.004167048,1.09102,AMMECR1
226456_at,1.69e-08,3.8e-06,1.3202822,RMI2
226534_at,0.000411175,0.006216909,1.1497057,KITLG
226535_at,2.17e-05,0.000741022,2.9603209,LOC100505984///ITGB6
226545_at,0.000466801,0.00676171,1.9508099,CD109
226560_at,1.4e-05,0.000545053,2.325286,SGPP2
226576_at,0.000837796,0.009858699,1.2099057,ARHGAP26
226582_at,7.1e-05,0.001767353,1.2546479,LOC400043
226603_at,0.00023499,0.004183028,1.0573653,SAMD9L
226609_at,0.000594894,0.007929931,1.1419422,DCBLD1
226622_at,9.75e-06,0.000419494,2.033509,MUC20
226702_at,1.19e-06,8.8e-05,1.3549262,CMPK2
226706_at,6.63e-06,0.000316614,1.2035538,FLJ23867///QSOX1
226707_at,0.000140968,0.002898601,1.304965,NAPRT
226726_at,3.22e-08,6.32e-06,2.0852539,MBOAT2
226757_at,6.12e-06,0.000296726,1.6123051,IFIT2
226799_at,5.33e-10,2.93e-07,1.6101424,FGD6
226869_at,0.000210195,0.003854416,1.5921447,MEGF6
226884_at,1.16e-05,0.00047304,1.5438467,LRRN1
226907_at,9.31e-05,0.002143256,1.5096261,PPP1R14C
226961_at,3.91e-06,0.000214024,2.1550617,PRR15
226980_at,9.15e-06,0.000400878,1.3080417,DEPDC1B
226988_s_at,3.28e-05,0.001010811,1.1431418,MYH14
226997_at,0.000324357,0.005248631,1.8683158,ADAMTS12
227014_at,5.52e-10,2.99e-07,1.8528533,ASPHD2
227015_at,1.41e-09,6.14e-07,1.7956835,ASPHD2
227041_at,2.04e-05,0.000714362,1.2868787,SESTD1
227046_at,1.93e-08,4.25e-06,1.0116907,SLC39A11
227051_at,0.000463115,0.006726619,1.1918029,BACE2
227068_at,9.32e-07,7.5e-05,1.3831831,PGK1
227140_at,0.000298781,0.004964197,3.1408582,INHBA
227143_s_at,0.000764878,0.009295128,1.4387112,BID
227177_at,6.79e-06,0.000322315,2.258714,CORO2A
227196_at,0.000266647,0.004585129,1.6932041,RHPN2
227212_s_at,0.000220128,0.003991318,1.0702975,PHF19
227249_at,0.000161644,0.003185806,1.4724776,NDE1
227253_at,7.85e-06,0.000357461,2.3101532,CP
227309_at,8.82e-08,1.32e-05,1.2286543,YOD1
227314_at,7.74e-08,1.2e-05,3.0029985,ITGA2
227320_at,1.96e-07,2.33e-05,1.3916152,ZNF664-FAM101A///FAM101A
227342_s_at,1.61e-10,1.16e-07,2.0489675,MYEOV
227371_at,2.88e-07,3.13e-05,2.0082331,BAIAP2L1
227372_s_at,8.56e-05,0.00201454,1.7316604,BAIAP2L1
227379_at,0.000116271,0.002533133,1.3270149,MBOAT1
227415_at,0.000377383,0.005849799,1.3050633,DGKH
227449_at,0.000338243,0.005401301,1.5363239,EPHA4
227452_at,1.22e-06,8.93e-05,1.963657,LINC00673///LINC00511
227475_at,3.64e-07,3.63e-05,2.5948572,FOXQ1
